accuracy_ci95,accuracy_mean,accuracy_std,dataset,f1_ci95,f1_mean,f1_std,membership,model,precision_ci95,precision_mean,precision_std,recall_ci95,recall_mean,recall_std,roc_auc_ci95,roc_auc_mean,roc_auc_std
0.0015537947613341965,0.9831306394664575,0.0013730874852883601,fd001,0.027208747994031994,0.7278643361164652,0.024044354048980195,mixed,fan,0.05765746121841065,0.7701038911881746,0.05095186340087724,0.06988022203402976,0.6947791164658635,0.06175310969751719,0.00829433357434268,0.9815856593445966,0.00732969753351321
0.0019551488657440054,0.9813979338302602,0.0017277638631782034,fd001,0.06753411107184944,0.6719812163198743,0.059679852867573,none,cbm,0.05120546495198598,0.7869808990498646,0.04525023822552406,0.13414765002257972,0.5963855421686747,0.11854619671177363,0.020042541248699277,0.9696199640410792,0.01771158150792965
0.004358677529872715,0.9837844906499281,0.0038517606814022225,fd001,0.059424191791623525,0.7605832393082661,0.052513122133576215,none,transformer,0.06985657601841117,0.7350357437321332,0.061732213727900886,0.059036144578313264,0.7891566265060241,0.05217020504725535,0.005044086701420118,0.9916722852480482,0.00445745634930722
0.002851984938221836,0.982607558519681,0.002520297354806839,fd001,0.05628657051609882,0.7065049902396835,0.04974040812127118,none,cnn,0.04704735483079914,0.7821570397462462,0.04157571884115569,0.07344670062004457,0.6455823293172691,0.06490480465419274,0.000654296348741264,0.9837467265656299,0.0005782012853197317
