accuracy_ci95,accuracy_mean,accuracy_std,dataset,f1_ci95,f1_mean,f1_std,membership,model,precision_ci95,precision_mean,precision_std,recall_ci95,recall_mean,recall_std,roc_auc_ci95,roc_auc_mean,roc_auc_std
0.0020292526762885456,0.9935815622514473,0.0017932493554728985,swat,0.023125065252001975,0.9201932602665138,0.020435606094292347,mixed,fan,0.04847455455543301,0.8751213914435628,0.042836934369530275,0.007829815242981973,0.9712054660810151,0.0069192029666949135,0.0001342153962476294,0.9992668659260056,0.00011860606400963438
0.0038856102893213627,0.9905665612341158,0.003433711448733166,swat,0.04581498738952523,0.8830653075704998,0.040486676483053624,none,cbm,0.06885908106273943,0.8387369679139519,0.06085072804243296,0.029838056576422745,0.9336261591020009,0.026367872443611665,0.0004144378891865426,0.99272703975802,0.00036623851053708777
0.0018525049020913578,0.9925457336810758,0.0016370574549452244,swat,0.02022074434652633,0.9088930528353784,0.01786905947706364,none,transformer,0.041753795833595245,0.8499797457786255,0.03689780397583911,0.014942010116912716,0.9775500244021474,0.01320424524984745,0.00021200685291477441,0.9990292060685767,0.00018735032693937306
0.0007223558318357157,0.99197232857962,0.0006383454091240507,swat,0.007195561284597871,0.9024015907252007,0.006358713129540353,none,cnn,0.01875936599133714,0.8374652306264135,0.016577640313661032,0.009125040677292433,0.9785261102977062,0.008063792895001639,0.00016854965367779257,0.9993423608611737,0.00014894722641228329
