control,control_index,method,model_pairs,mean_pair_spearman,median_pair_spearman,minimum_pair_spearman,maximum_pair_spearman
permuted_map,10,gradient_shap,435,0.7913268199233714,0.7879999999999998,0.6768333333333332,0.962833333333333
permuted_map,11,integrated_gradients,435,0.7365186731195803,0.7274736842105262,0.5939999999999999,0.9633333333333329
permuted_map,11,gradient_shap,435,0.8261459770114941,0.8229999999999998,0.7049999999999998,0.9679999999999997
permuted_map,12,integrated_gradients,435,0.7033888888888887,0.6911666666666666,0.5756666666666665,0.9589999999999997
permuted_map,12,gradient_shap,435,0.767251724137931,0.7683333333333332,0.6011666666666665,0.9606666666666664
permuted_map,13,integrated_gradients,435,0.6821647307924983,0.6716403508771928,0.5571140350877193,0.9506666666666664
permuted_map,13,gradient_shap,435,0.7870804597701148,0.7873333333333332,0.6478333333333333,0.9671666666666666
permuted_map,14,integrated_gradients,435,0.7160359548296026,0.703675438596491,0.59059649122807,0.9624824561403508
permuted_map,14,gradient_shap,435,0.7982816091954021,0.7946666666666665,0.6793333333333332,0.9588333333333332
permuted_map,15,integrated_gradients,435,0.7260631175640249,0.7159122807017542,0.5970701754385963,0.9656666666666665
permuted_map,15,gradient_shap,435,0.8037172413793101,0.8038333333333332,0.6941666666666665,0.9709999999999999
permuted_map,16,integrated_gradients,435,0.7059642266586004,0.6962368421052629,0.5643947368421052,0.9609912280701755
permuted_map,16,gradient_shap,435,0.82085785440613,0.8158333333333332,0.7388333333333331,0.9676666666666666
permuted_map,17,integrated_gradients,435,0.6961252066948981,0.684315789473684,0.5749473684210525,0.9599999999999996
permuted_map,17,gradient_shap,435,0.7668689655172412,0.7646666666666666,0.6355,0.9586666666666666
permuted_map,18,integrated_gradients,435,0.714150957854406,0.7008333333333332,0.5818333333333332,0.9631666666666664
permuted_map,18,gradient_shap,435,0.7848199233716474,0.7824999999999999,0.6646666666666666,0.9593333333333331
permuted_map,19,integrated_gradients,435,0.7375023996773541,0.7286315789473683,0.6053421052631578,0.9647280701754384
permuted_map,19,gradient_shap,435,0.8256980842911875,0.8241666666666665,0.7299999999999998,0.9743333333333332
permuted_map,20,integrated_gradients,435,0.7180440613026818,0.7058333333333331,0.5928333333333332,0.9658333333333331
permuted_map,20,gradient_shap,435,0.8137475095785439,0.8109999999999997,0.7194999999999999,0.9646666666666666
permuted_map,21,integrated_gradients,435,0.746102681992337,0.7389999999999998,0.6316666666666666,0.9664999999999998
permuted_map,21,gradient_shap,435,0.7848559386973177,0.7796666666666665,0.6206666666666665,0.9608333333333331
permuted_map,22,integrated_gradients,435,0.7029804597701148,0.6939999999999998,0.5621666666666665,0.9624999999999998
permuted_map,22,gradient_shap,435,0.7865310344827585,0.7823333333333331,0.6601666666666666,0.9611666666666665
permuted_map,23,integrated_gradients,435,0.6886122000403306,0.6759385964912279,0.5503947368421052,0.9589999999999997
permuted_map,23,gradient_shap,435,0.7996750957854405,0.7954999999999999,0.6684999999999999,0.9636666666666663
permuted_map,24,integrated_gradients,435,0.6570452107279691,0.6433333333333331,0.49783333333333324,0.9599999999999999
permuted_map,24,gradient_shap,435,0.7051689655172412,0.6986666666666664,0.5424999999999998,0.9593333333333331
permuted_map,25,integrated_gradients,435,0.6964140754184309,0.6861403508771928,0.5554649122807016,0.9604999999999999
permuted_map,25,gradient_shap,435,0.7755356321839078,0.7748333333333332,0.6271666666666665,0.9586666666666663
permuted_map,26,integrated_gradients,435,0.6899128050010083,0.6767631578947367,0.5433947368421052,0.951157894736842
permuted_map,26,gradient_shap,435,0.7791601532567048,0.7771666666666665,0.6393333333333332,0.9576666666666666
permuted_map,27,integrated_gradients,435,0.7328881931841096,0.7234166666666666,0.6002390350877193,0.9672916666666664
permuted_map,27,gradient_shap,435,0.8016804597701147,0.7998333333333332,0.6606666666666665,0.9689999999999998
permuted_map,28,integrated_gradients,435,0.7071830207703165,0.7004298245614033,0.5475877192982455,0.9614912280701753
permuted_map,28,gradient_shap,435,0.8024938697318005,0.7979999999999998,0.6894999999999999,0.958
permuted_map,29,integrated_gradients,435,0.7460946561806815,0.7382631578947366,0.6362280701754385,0.9621403508771927
permuted_map,29,gradient_shap,435,0.8030716475095784,0.8006666666666664,0.6511666666666666,0.9686666666666666
permuted_map,30,integrated_gradients,435,0.7564231094978825,0.7510526315789472,0.6002807017543859,0.9614999999999998
permuted_map,30,gradient_shap,435,0.8460808429118771,0.8456666666666665,0.7403333333333332,0.9686666666666663
permuted_map,31,integrated_gradients,435,0.7484685823754788,0.7388333333333332,0.6533333333333331,0.9669999999999997
permuted_map,31,gradient_shap,435,0.8281034482758619,0.8246666666666664,0.7101666666666665,0.9703333333333333
permuted_map,32,integrated_gradients,435,0.7157444444444443,0.7023333333333331,0.6043333333333332,0.9588333333333332
permuted_map,32,gradient_shap,435,0.7961517241379308,0.7914999999999998,0.7008333333333332,0.9616666666666667
permuted_map,33,integrated_gradients,435,0.7141604557370436,0.7002982456140349,0.5878947368421051,0.9623333333333332
permuted_map,33,gradient_shap,435,0.8180203065134097,0.8146666666666665,0.7136666666666666,0.9659999999999999
permuted_map,34,integrated_gradients,435,0.6988132284734825,0.6930526315789473,0.49767543859649116,0.9513859649122807
permuted_map,34,gradient_shap,435,0.7822605363984673,0.7786666666666665,0.6288333333333331,0.9531666666666664
permuted_map,35,integrated_gradients,435,0.7109137931034482,0.6968333333333331,0.5906666666666666,0.968
permuted_map,35,gradient_shap,435,0.7818601532567048,0.7828333333333333,0.6521666666666665,0.9688333333333332
permuted_map,36,integrated_gradients,435,0.72637618471466,0.7139122807017542,0.6017807017543858,0.9641666666666665
permuted_map,36,gradient_shap,435,0.7982659003831416,0.7949999999999998,0.6844999999999998,0.9673333333333332
permuted_map,37,integrated_gradients,435,0.7175291187739462,0.7088333333333332,0.5456666666666665,0.9658333333333333
