method,feature_space,value_view,model_a,model_b,spearman,kendall,top1_agreement,top3_jaccard,sign_agreement,cosine_similarity
integrated_gradients,full_input_channels,signed,run_02_init_11_order_2003,run_29_init_109_order_2003,0.39960892245522095,0.31298301929106176,0.52,0.326,0.7132633053221288,0.6174725164062193
integrated_gradients,full_input_channels,signed,run_02_init_11_order_2003,run_30_init_109_order_3007,0.4066706088696744,0.3157372136458298,0.5383333333333333,0.32949999999999996,0.7117086834733894,0.6410381081303971
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_04_init_23_order_1001,0.5148250742842557,0.4220315008408242,0.5083333333333333,0.326,0.7686134453781511,0.6306586957778859
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_05_init_23_order_2003,0.5060976194992359,0.4139425176601833,0.5233333333333333,0.35850000000000004,0.7670868347338935,0.617009872037248
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_06_init_23_order_3007,0.5155973776741579,0.42005968614642586,0.4033333333333333,0.25433333333333336,0.7682212885154062,0.6052531113436973
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_07_init_37_order_1001,0.40408405032300504,0.3213544849121571,0.54,0.36650000000000005,0.7243137254901961,0.6167454358690069
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_08_init_37_order_2003,0.3639046727292139,0.2836485300693489,0.5383333333333333,0.401,0.704075630252101,0.6160328818402518
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_09_init_37_order_3007,0.3244282134246708,0.24455722633401475,0.5183333333333333,0.4191666666666667,0.6835714285714286,0.6126628825967594
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_10_init_41_order_1001,0.4720156393526175,0.38013418921494113,0.24,0.2033333333333333,0.748235294117647,0.5571500208949692
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_11_init_41_order_2003,0.4367145515061909,0.3505824821231326,0.30333333333333334,0.24550000000000002,0.7357142857142858,0.5696295139787483
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_12_init_41_order_3007,0.42597613071223395,0.34200066487604336,0.3,0.20666666666666667,0.7342717086834735,0.5388642545120611
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_13_init_53_order_1001,0.39138616046132296,0.3160287297252113,0.4216666666666667,0.32016666666666665,0.7273669467787115,0.6089746158232748
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_14_init_53_order_2003,0.38223390178577027,0.3075127085324617,0.425,0.333,0.7244957983193278,0.6006091298665607
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_15_init_53_order_3007,0.3895527422949141,0.31063110654184645,0.4666666666666667,0.26366666666666666,0.7219467787114847,0.5988357102785881
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_16_init_67_order_1001,0.33105722637973867,0.2572342382924995,0.5033333333333333,0.30883333333333335,0.6938515406162465,0.5372625703982142
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_17_init_67_order_2003,0.3108261243129498,0.23641543784407143,0.5133333333333333,0.3401666666666667,0.6813865546218488,0.5556172678356631
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_18_init_67_order_3007,0.3363491139883841,0.26562231353352256,0.415,0.2785,0.7000840336134454,0.5011328479999085
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_19_init_79_order_1001,0.4389705388056625,0.360386082466851,0.2833333333333333,0.14916666666666667,0.7502941176470588,0.4827346696733791
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_20_init_79_order_2003,0.421634476130981,0.3444461267377486,0.2866666666666667,0.16733333333333333,0.7429131652661064,0.4860238190397962
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_21_init_79_order_3007,0.4412103063025188,0.36208787531631165,0.3,0.17783333333333332,0.7505322128851541,0.5040554431854347
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_22_init_83_order_1001,0.43363664542087765,0.3528872543279824,0.4033333333333333,0.24683333333333338,0.7409383753501401,0.6155540482544186
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_23_init_83_order_2003,0.39337360953244266,0.31274242261812435,0.5266666666666666,0.3686666666666667,0.7182352941176472,0.641971702024099
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_24_init_83_order_3007,0.41326968048248225,0.33511575674784033,0.3933333333333333,0.24916666666666668,0.7332212885154062,0.6116049031312025
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_25_init_97_order_1001,0.394857939416239,0.3049042057979403,0.39,0.2396666666666667,0.7108683473389357,0.5503290713942481
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_26_init_97_order_2003,0.39167490653224313,0.30464389210124193,0.44333333333333336,0.25333333333333335,0.7119187675070029,0.5552543699923
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_27_init_97_order_3007,0.3839076342244279,0.29510089193544253,0.4583333333333333,0.25733333333333336,0.7048879551820729,0.5615305533353389
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_28_init_109_order_1001,0.37893462531893257,0.291767240522839,0.3933333333333333,0.2606666666666666,0.7037675070028011,0.5592376848340259
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_29_init_109_order_2003,0.374314719009203,0.28847413368014246,0.41833333333333333,0.2625,0.7020308123249301,0.5672667862854095
integrated_gradients,full_input_channels,signed,run_03_init_11_order_3007,run_30_init_109_order_3007,0.39722673982952894,0.30599253866970544,0.4683333333333333,0.2901666666666667,0.7075910364145659,0.6111798919191652
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_05_init_23_order_2003,0.9469670741278181,0.8769869078559343,0.755,0.6743333333333333,0.9523669467787115,0.9796550163178042
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_06_init_23_order_3007,0.9456272273066223,0.8706959141984324,0.655,0.6565,0.9493557422969188,0.9708188698822645
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_07_init_37_order_1001,0.44394651863819823,0.3571343474712211,0.38666666666666666,0.2625,0.7403221288515406,0.634389506837089
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_08_init_37_order_2003,0.43687647398199186,0.3494996947858586,0.38,0.25166666666666665,0.7364705882352941,0.6206983667707129
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_09_init_37_order_3007,0.4007393593298294,0.31711355098859767,0.37666666666666665,0.24116666666666664,0.7208683473389357,0.5937897291829789
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_10_init_41_order_1001,0.44339554572255985,0.3559232314456559,0.31333333333333335,0.2685,0.736764705882353,0.6289211369807888
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_11_init_41_order_2003,0.4404490730598308,0.35398084209163716,0.39,0.3095,0.7339075630252101,0.6466488201391928
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_12_init_41_order_3007,0.430938943488848,0.34762470648183647,0.39166666666666666,0.27466666666666667,0.735014005602241,0.6266157371291586
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_13_init_53_order_1001,0.38715594386477686,0.3081869839336481,0.4166666666666667,0.2981666666666667,0.7174089635854342,0.6148611726548617
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_14_init_53_order_2003,0.38178229048403867,0.30418979973406113,0.42333333333333334,0.3055,0.7155742296918768,0.6154654089518671
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_15_init_53_order_3007,0.41627758169341256,0.3296871326794659,0.5316666666666666,0.3461666666666667,0.7229971988795519,0.6689674476520681
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_16_init_67_order_1001,0.3380180840203841,0.2671910676939712,0.6016666666666667,0.3696666666666667,0.7011204481792717,0.574725334324789
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_17_init_67_order_2003,0.29864542313577064,0.23146721601820033,0.5916666666666667,0.34900000000000003,0.6847899159663866,0.5443561121562926
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_18_init_67_order_3007,0.3361022346024772,0.26720969495404145,0.49166666666666664,0.33016666666666666,0.7025350140056024,0.5501267604790689
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_19_init_79_order_1001,0.35128980112466135,0.27725382746539706,0.315,0.21399999999999997,0.7047338935574229,0.5232594827797399
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_20_init_79_order_2003,0.3395157013850249,0.26591307991889307,0.31333333333333335,0.22766666666666666,0.6986974789915966,0.524828730173575
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_21_init_79_order_3007,0.3484310490403177,0.2745367512247347,0.325,0.21616666666666665,0.7017507002801121,0.5359045845973957
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_22_init_83_order_1001,0.3622618265064013,0.28480482254431316,0.48,0.2886666666666667,0.706078431372549,0.5633260087259722
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_23_init_83_order_2003,0.29962820809111596,0.23100934950662236,0.5033333333333333,0.32,0.6837394957983194,0.5251799109662298
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_24_init_83_order_3007,0.3646512123193114,0.28672318285772286,0.47333333333333333,0.2838333333333333,0.7082212885154062,0.5726059848845606
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_25_init_97_order_1001,0.4002307611051032,0.3189606764309643,0.48333333333333334,0.33,0.7186414565826331,0.5970038144588524
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_26_init_97_order_2003,0.39729244791794427,0.3165966540640663,0.5483333333333333,0.33566666666666667,0.7168067226890756,0.6055826803060728
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_27_init_97_order_3007,0.39449618058807906,0.3144311550526865,0.56,0.3378333333333333,0.7158823529411765,0.6083200767235633
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_28_init_109_order_1001,0.40112928071503207,0.30678106611547795,0.49,0.3383333333333333,0.7084313725490197,0.6246347958416584
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_29_init_109_order_2003,0.39934011425892474,0.30901540861485877,0.5083333333333333,0.3593333333333334,0.7108963585434175,0.6120235873510961
integrated_gradients,full_input_channels,signed,run_04_init_23_order_1001,run_30_init_109_order_3007,0.41375145502042177,0.3175372909130604,0.5583333333333333,0.36566666666666675,0.7100980392156864,0.6462408452502431
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_06_init_23_order_3007,0.9180622777196235,0.8292892147409678,0.5766666666666667,0.5488333333333334,0.9318907563025209,0.9541529224488173
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_07_init_37_order_1001,0.44865051485964536,0.3612919036517364,0.37333333333333335,0.23383333333333337,0.7415126050420169,0.6261687308164352
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_08_init_37_order_2003,0.43714423953215503,0.349233784465184,0.37,0.252,0.7349159663865547,0.619149938777659
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_09_init_37_order_3007,0.4033589389710917,0.3188304855876613,0.37166666666666665,0.25866666666666666,0.7205182072829132,0.5982854485452153
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_10_init_41_order_1001,0.42406613805755533,0.33591044949477217,0.24666666666666667,0.22266666666666665,0.7269467787114846,0.5975510845145734
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_11_init_41_order_2003,0.4317866271847239,0.34366091512635627,0.3283333333333333,0.2673333333333333,0.7285994397759104,0.6268489986252241
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_12_init_41_order_3007,0.40806370650356505,0.3243411921268862,0.32166666666666666,0.22666666666666666,0.7237955182072829,0.5929029353973194
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_13_init_53_order_1001,0.3910091340547796,0.31492476342271647,0.41333333333333333,0.31316666666666665,0.7244257703081233,0.605196808802167
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_14_init_53_order_2003,0.3870721098048068,0.31132550675504983,0.42333333333333334,0.32316666666666666,0.7221428571428572,0.6094508874694643
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_15_init_53_order_3007,0.419278928148027,0.33514130742974485,0.505,0.2925,0.7301260504201681,0.6476798615801741
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_16_init_67_order_1001,0.3383974337884912,0.2637331172569499,0.5633333333333334,0.3175,0.6976330532212885,0.5713852576300725
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_17_init_67_order_2003,0.30347548972294097,0.23081779504667357,0.5716666666666667,0.3368333333333334,0.6811904761904763,0.557335964982622
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_18_init_67_order_3007,0.3287856109000729,0.2566178469868463,0.43833333333333335,0.2715,0.695546218487395,0.5365760407688487
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_19_init_79_order_1001,0.3420205927845044,0.27072164104383895,0.295,0.17766666666666667,0.7027871148459385,0.47403314662095936
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_20_init_79_order_2003,0.3185589841492555,0.24913210394514182,0.29833333333333334,0.19333333333333333,0.6922689075630253,0.4766506671503699
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_21_init_79_order_3007,0.33704458401331994,0.26617238952473343,0.31166666666666665,0.18816666666666665,0.6991316526610645,0.49020817836749264
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_22_init_83_order_1001,0.3676870664380944,0.29012683376051485,0.38333333333333336,0.235,0.7098459383753501,0.5477301786580582
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_23_init_83_order_2003,0.3163524152371872,0.24492917241557885,0.5316666666666666,0.34900000000000003,0.6899159663865547,0.5352589701737774
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_24_init_83_order_3007,0.374499299626173,0.29538690620653896,0.37666666666666665,0.22699999999999998,0.7134173669467788,0.5615066354326675
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_25_init_97_order_1001,0.3879191816900626,0.3065890139183235,0.43333333333333335,0.2728333333333333,0.7131372549019608,0.5665710887511184
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_26_init_97_order_2003,0.3863309956286895,0.30511869070507897,0.5066666666666667,0.2866666666666667,0.7123109243697479,0.5774348337990605
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_27_init_97_order_3007,0.38590374665396293,0.30584638782329987,0.5116666666666667,0.2866666666666667,0.7127871148459385,0.5810022305602783
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_28_init_109_order_1001,0.40501626472514457,0.3102604862895422,0.43166666666666664,0.2603333333333333,0.710826330532213,0.5982526896288872
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_29_init_109_order_2003,0.4026854984422815,0.31167301012513715,0.46166666666666667,0.2808333333333333,0.7127591036414566,0.5874263752580459
integrated_gradients,full_input_channels,signed,run_05_init_23_order_2003,run_30_init_109_order_3007,0.41961408341867457,0.32309833723832865,0.5283333333333333,0.2996666666666667,0.7131652661064426,0.6312133906283802
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_07_init_37_order_1001,0.4605695763473934,0.3718101910921456,0.355,0.25666666666666665,0.7458403361344538,0.623611517628537
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_08_init_37_order_2003,0.44266960530719823,0.3550842596837733,0.3383333333333333,0.2275,0.738795518207283,0.5920672207291389
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_09_init_37_order_3007,0.40085610943115774,0.3164550795754636,0.31,0.19549999999999998,0.7204481792717088,0.5563755935100548
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_10_init_41_order_1001,0.4395145433471087,0.3531596732742917,0.31833333333333336,0.26166666666666666,0.737857142857143,0.6074160184927087
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_11_init_41_order_2003,0.43103269510924413,0.3456939795472458,0.36333333333333334,0.2823333333333333,0.7325070028011205,0.6102950350985119
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_12_init_41_order_3007,0.4248004299980151,0.3426327575841434,0.37666666666666665,0.2681666666666667,0.7353501400560225,0.5938603679862576
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_13_init_53_order_1001,0.3920317423896243,0.31094770992192533,0.3466666666666667,0.22283333333333333,0.7186694677871149,0.5729434303965402
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_14_init_53_order_2003,0.38999057416569705,0.3099846183793204,0.34,0.23016666666666666,0.718655462184874,0.5718780147643362
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_15_init_53_order_3007,0.4298755584678994,0.34136847372245893,0.48833333333333334,0.33716666666666667,0.7286274509803922,0.6500071066060698
integrated_gradients,full_input_channels,signed,run_06_init_23_order_3007,run_16_init_67_order_1001,0.3324032585360136,0.2611126470792717,0.5,0.36816666666666664,0.6985434173669468,0.5377517113903031
